row,item,version,letter,sentence,sentence_spr,qm0,im_jahr,year,perfect,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,qm3,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp,full_sentence,condition,list,life_status,yes_F,yes_J,life_mismatch,fact_mismatch,type,created,occupation,file_name,year_time,fact_time,year_fact,Asterisk
741,85,44,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christian Groß,post-task,post-task,fake,post-task,post-task,fake,2,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
693,11,3,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Quentin Tarantino,post-task,post-task,full match,post-task,post-task,full match,2,alive,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
697,16,2,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,David Bowie,post-task,post-task,full match,post-task,post-task,full match,2,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
702,25,5,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Arnold Schwarzenegger,post-task,post-task,full match,post-task,post-task,full match,2,alive,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
711,35,1,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Namika,post-task,post-task,full match,post-task,post-task,full match,2,alive,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
738,84,4,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Stanley Kubrick,post-task,post-task,full match,post-task,post-task,full match,2,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
698,17,15,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Richard Wagner,post-task,post-task,life mismatch,post-task,post-task,life mismatch,2,dead,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
706,28,12,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Brad Pitt,post-task,post-task,life mismatch,post-task,post-task,life mismatch,2,alive,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
715,39,14,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Orson Welles,post-task,post-task,life mismatch,post-task,post-task,life mismatch,2,dead,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
723,44,13,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malala Yousafzai,post-task,post-task,life mismatch,post-task,post-task,life mismatch,2,alive,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
732,59,11,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ernest Hemingway,post-task,post-task,life mismatch,post-task,post-task,life mismatch,2,dead,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
695,15,19,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Franz Kafka,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,2,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
703,25,20,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Freddie Mercury,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,2,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
720,42,17,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Niki Lauda,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,2,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
729,58,18,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Serena Williams,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,2,alive,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
736,68,16,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,James Dean,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,2,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
696,15,36,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Aretha Franklin,post-task,post-task,real,post-task,post-task,real,2,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
699,17,30,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task,post-task,real,2,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
700,17,33,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task,post-task,real,2,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
704,25,35,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task,post-task,real,2,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
707,28,21,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Scarlett Johansson,post-task,post-task,real,post-task,post-task,real,2,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
708,28,29,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Steven Spielberg,post-task,post-task,real,post-task,post-task,real,2,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
712,35,28,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Angela Merkel,post-task,post-task,real,post-task,post-task,real,2,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
713,35,38,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Anne Frank,post-task,post-task,real,post-task,post-task,real,2,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
716,39,34,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Tupac,post-task,post-task,real,post-task,post-task,real,2,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
717,39,37,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ludwig van Beethoven,post-task,post-task,real,post-task,post-task,real,2,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
721,42,22,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Meryl Streep,post-task,post-task,real,post-task,post-task,real,2,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
722,42,32,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Nikola Tesla,post-task,post-task,real,post-task,post-task,real,2,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
724,44,39,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Agatha Christie,post-task,post-task,real,post-task,post-task,real,2,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
725,44,40,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,William Shakespeare,post-task,post-task,real,post-task,post-task,real,2,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
730,58,23,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Axl Rose,post-task,post-task,real,post-task,post-task,real,2,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
731,58,25,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Avril Lavigne,post-task,post-task,real,post-task,post-task,real,2,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
733,59,26,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Björk,post-task,post-task,real,post-task,post-task,real,2,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
734,59,31,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malcolm X,post-task,post-task,real,post-task,post-task,real,2,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
737,68,24,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Denzel Washington,post-task,post-task,real,post-task,post-task,real,2,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
739,84,27,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Haruki Murakami,post-task,post-task,real,post-task,post-task,real,2,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
742,10000,51,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,void,post-task,post-task,void,post-task,post-task,void,2,void,post-task,post-task,void,void,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
743,10,9,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Alfred Hitchcock,post-task,post-task,fact mismatch,post-task,post-task,fact mismatch,3,dead,post-task,post-task,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
752,20,10,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Jennifer Lawrence,post-task,post-task,fact mismatch,post-task,post-task,fact mismatch,3,alive,post-task,post-task,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
760,30,8,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Edgar Wright,post-task,post-task,fact mismatch,post-task,post-task,fact mismatch,3,alive,post-task,post-task,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
770,40,6,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Childish Gambino,post-task,post-task,fact mismatch,post-task,post-task,fact mismatch,3,alive,post-task,post-task,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
779,50,7,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Michael Jackson,post-task,post-task,fact mismatch,post-task,post-task,fact mismatch,3,dead,post-task,post-task,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
745,13,49,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Anne Cunningham,post-task,post-task,fake,post-task,post-task,fake,3,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
756,25,41,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task,post-task,fake,3,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
761,34,45,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Stefan Beck,post-task,post-task,fake,post-task,post-task,fake,3,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
765,36,46,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Harrison Bradley,post-task,post-task,fake,post-task,post-task,fake,3,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
769,39,50,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Leslie Brown,post-task,post-task,fake,post-task,post-task,fake,3,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
777,48,47,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Peter Hunt,post-task,post-task,fake,post-task,post-task,fake,3,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
778,48,48,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Theresa Stark,post-task,post-task,fake,post-task,post-task,fake,3,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
786,59,42,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ingeborg Geiger,post-task,post-task,fake,post-task,post-task,fake,3,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
791,84,43,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Florian Mälzer,post-task,post-task,fake,post-task,post-task,fake,3,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
792,85,44,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christian Groß,post-task,post-task,fake,post-task,post-task,fake,3,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
744,11,3,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Adam Sandler,post-task,post-task,full match,post-task,post-task,full match,3,alive,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
748,16,2,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,James Dean,post-task,post-task,full match,post-task,post-task,full match,3,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
753,25,5,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Mao Zedong,post-task,post-task,full match,post-task,post-task,full match,3,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
762,35,1,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,George Clooney,post-task,post-task,full match,post-task,post-task,full match,3,alive,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
789,84,4,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Anthony Perkins,post-task,post-task,full match,post-task,post-task,full match,3,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
749,17,15,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Fritz Lang,post-task,post-task,life mismatch,post-task,post-task,life mismatch,3,dead,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
757,28,12,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Marilyn Monroe,post-task,post-task,life mismatch,post-task,post-task,life mismatch,3,dead,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
766,39,14,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Julia Roberts,post-task,post-task,life mismatch,post-task,post-task,life mismatch,3,alive,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
774,44,13,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Uma Thurmann,post-task,post-task,life mismatch,post-task,post-task,life mismatch,3,alive,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
783,59,11,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Emma Watson,post-task,post-task,life mismatch,post-task,post-task,life mismatch,3,alive,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
746,15,19,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Martin Luther King,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,3,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
754,25,20,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Klaus Kinski,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,3,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
771,42,17,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Stephen King,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,3,alive,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
780,58,18,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Joaquin Phoenix,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,3,alive,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
787,68,16,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Virginia Woolf,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,3,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
747,15,36,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Aretha Franklin,post-task,post-task,real,post-task,post-task,real,3,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
750,17,30,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task,post-task,real,3,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
751,17,33,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task,post-task,real,3,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
755,25,35,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task,post-task,real,3,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
758,28,21,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Scarlett Johansson,post-task,post-task,real,post-task,post-task,real,3,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
759,28,29,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Steven Spielberg,post-task,post-task,real,post-task,post-task,real,3,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
763,35,28,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Angela Merkel,post-task,post-task,real,post-task,post-task,real,3,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
764,35,38,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Anne Frank,post-task,post-task,real,post-task,post-task,real,3,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
767,39,34,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Tupac,post-task,post-task,real,post-task,post-task,real,3,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
768,39,37,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Ludwig van Beethoven,post-task,post-task,real,post-task,post-task,real,3,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
772,42,22,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Meryl Streep,post-task,post-task,real,post-task,post-task,real,3,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
773,42,32,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Nikola Tesla,post-task,post-task,real,post-task,post-task,real,3,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
775,44,39,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Agatha Christie,post-task,post-task,real,post-task,post-task,real,3,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
776,44,40,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,William Shakespeare,post-task,post-task,real,post-task,post-task,real,3,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
781,58,23,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Axl Rose,post-task,post-task,real,post-task,post-task,real,3,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
782,58,25,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Avril Lavigne,post-task,post-task,real,post-task,post-task,real,3,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
784,59,26,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Björk,post-task,post-task,real,post-task,post-task,real,3,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
785,59,31,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Malcolm X,post-task,post-task,real,post-task,post-task,real,3,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
788,68,24,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Denzel Washington,post-task,post-task,real,post-task,post-task,real,3,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
790,84,27,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Haruki Murakami,post-task,post-task,real,post-task,post-task,real,3,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
793,10000,51,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,void,post-task,post-task,void,post-task,post-task,void,3,void,post-task,post-task,void,void,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
